//==============================================================================
//				MODULO PET EFFECT 		  Dev: Kapocha
//==============================================================================
//Type: 1 = Dinamic, 2 = Static, 3 = Skill.
//Size: Size in Game
//Timer: LargeRand for SkillEffect
//Join(x): Posicion in Model Pet
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================
//========================================================================================================================================
// GHOST HORSE
//========================================================================================================================================
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================                                       
//Dynamic
6909    121	   1	32394		1.75	150.0			0.0		0.5		 1.0
6909    19     1    32049		4.5     150.0     0.0     0.0     1.0
6909    60     1    32049		4.5     150.0     0.0     0.0     1.0
6909    103    1    32049		4.5     150.0     0.0     0.0     1.0
6909    121    1    32049		4.5     150.0     0.0     0.0     1.0
6909    11     1    32101		1.5     150.0     0.5     0.5     0.5
6909    19     1    32355		2.5      150.0     0.3     0.3     1.0
6909    60     1    32355		2.5      150.0     0.3     0.3     1.0
6909    103    1    32355		1.5      150.0     0.3     0.3     1.0
6909    121    1    2355		1.5      150.0     0.3     0.3     1.0
6909    19     1    32387		1.5     150.0     0.64    0.808   1.00
6909    60     1    32387		1.5     150.0     0.64    0.808   1.00
6909    103    1    32387		1.5     150.0     0.64    0.808   1.00
6909    121    1    32387		1.5     150.0     0.64    0.808   1.00

//Static
6909    2      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    3      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    4      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    5      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    6      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    7      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    8      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    9      2	32380		1.0		150.0			0.6     0.6      0.6 
6909    12     2	32380		1.0		150.0			0.3     0.3      0.6 
6909    13     2	32380		1.0		150.0			0.3     0.3      0.6 
6909    15     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    16     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    17     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    18     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    19     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    19     2	32380		1.0		150.0			0.0     0.6      1.0 
6909    57     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    58     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    59     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    60     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    60     2	32380		1.0		150.0			0.0     0.6      1.0 
6909    99     2	32380		1.0		150.0			0.6     0.6      0.6 
6909    100    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    101    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    102    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    103    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    103    2	32380		1.0		150.0			0.0     0.6      1.0 
6909    117    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    118    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    119    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    120    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    121    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    121    2	32380		1.0		150.0			0.0     0.6      1.0 
6909    135    2	32380		1.0		150.0			0.6     0.6      0.6 
6909    136    2	32380		1.0		150.0			0.6     0.6      0.6 

//========================================================================================================================================
// Lion Zeus
//========================================================================================================================================
//==============================================================================
//Index	Join	Type	Effect	Size	        Timer	ColorR	 ColorG	    ColorB
//==============================================================================
//Static
6910	0 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	2 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	3 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	4 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	5 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	6 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	7 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	8 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	9 	2	32002	1.00	150.0	0.35     0.68     1.0
6910	10	2	32002	1.00	150.0	0.35     0.68     1.0
6910	11	2	32002	1.00	150.0	0.35     0.68     1.0
6910	12	2	32002	1.00	150.0	0.35     0.68     1.0
6910	13	2	32002	1.00	150.0	0.35     0.68     1.0
6910	15	2	32002	1.00	150.0	0.35     0.68     1.0
6910	16	2	32002	1.00	150.0	0.35     0.68     1.0
6910	17	2	32002	1.00	150.0	0.35     0.68     1.0
6910	18	2	32002	1.00	150.0	0.35     0.68     1.0
6910	19	2	32002	1.00	150.0	0.35     0.68     1.0
6910	20	2	32002	1.00	150.0	0.35     0.68     1.0
6910	22	2	32002	1.00	150.0	0.35     0.68     1.0
6910	26	2	32002	1.00	150.0	0.35     0.68     1.0
6910	27	2	32002	1.00	150.0	0.35     0.68     1.0
6910	28	2	32002	1.00	150.0	0.35     0.68     1.0
6910	29	2	32002	1.00	150.0	0.35     0.68     1.0
6910	30	2	32002	1.00	150.0	0.35     0.68     1.0
6910	31	2	32002	1.00	150.0	0.35     0.68     1.0
6910	32	2	32002	1.00	150.0	0.35     0.68     1.0
6910	33	2	32002	1.00	150.0	0.35     0.68     1.0
6910	34	2	32002	1.00	150.0	0.35     0.68     1.0
6910	35	2	32002	1.00	150.0	0.35     0.68     1.0
6910	36	2	32002	1.00	150.0	0.35     0.68     1.0
6910	37	2	32002	1.00	150.0	0.35     0.68     1.0
6910	38	2	32002	1.00	150.0	0.35     0.68     1.0
6910	39	2	32002	1.00	150.0	0.35     0.68     1.0
6910	40	2	32002	1.00	150.0	0.35     0.68     1.0
6910	41	2	32002	1.00	150.0	0.35     0.68     1.0
6910	42	2	32002	1.00	150.0	0.35     0.68     1.0
6910	43	2	32002	1.00	150.0	0.35     0.68     1.0
6910	44	2	32002	1.00	150.0	0.35     0.68     1.0
6910	45	2	32002	1.00	150.0	0.35     0.68     1.0
6910	46	2	32002	1.00	150.0	0.35     0.68     1.0
6910	47	2	32002	1.00	150.0	0.35     0.68     1.0
6910	48	2	32002	1.00	150.0	0.35     0.68     1.0
6910	49	2	32002	1.00	150.0	0.35     0.68     1.0
6910	50	2	32002	1.00	150.0	0.35     0.68     1.0
6910	51	2	32002	1.00	150.0	0.35     0.68     1.0
6910	52	2	32002	1.00	150.0	0.35     0.68     1.0
6910	53	2	32002	1.00	150.0	0.35     0.68     1.0
6910	54	2	32002	1.00	150.0	0.35     0.68     1.0
//Dynamic
6910	0 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	2 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	3 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	4 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	5 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	6 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	7 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	8 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	9 	1	32387	0.00	150.0	0.35     0.68     1.0
6910	10	1	32387	0.00	150.0	0.35     0.68     1.0
6910	11	1	32387	0.00	150.0	0.35     0.68     1.0
6910	12	1	32387	0.00	150.0	0.35     0.68     1.0
6910	13	1	32387	0.00	150.0	0.35     0.68     1.0
6910	15	1	32387	0.00	150.0	0.35     0.68     1.0
6910	16	1	32387	0.00	150.0	0.35     0.68     1.0
6910	17	1	32387	0.00	150.0	0.35     0.68     1.0
6910	18	1	32387	0.00	150.0	0.35     0.68     1.0
6910	19	1	32387	0.00	150.0	0.35     0.68     1.0
6910	20	1	32387	0.00	150.0	0.35     0.68     1.0
6910	22	1	32387	0.00	150.0	0.35     0.68     1.0
6910	26	1	32387	0.00	150.0	0.35     0.68     1.0
6910	27	1	32387	0.00	150.0	0.35     0.68     1.0
6910	28	1	32387	0.00	150.0	0.35     0.68     1.0
6910	29	1	32387	0.00	150.0	0.35     0.68     1.0
6910	30	1	32387	0.00	150.0	0.35     0.68     1.0
6910	31	1	32387	0.00	150.0	0.35     0.68     1.0
6910	32	1	32387	0.00	150.0	0.35     0.68     1.0
6910	33	1	32387	0.00	150.0	0.35     0.68     1.0
6910	34	1	32387	0.00	150.0	0.35     0.68     1.0
6910	35	1	32387	0.00	150.0	0.35     0.68     1.0
6910	36	1	32387	0.00	150.0	0.35     0.68     1.0
6910	37	1	32387	0.00	150.0	0.35     0.68     1.0
6910	38	1	32387	0.00	150.0	0.35     0.68     1.0
6910	39	1	32387	0.00	150.0	0.35     0.68     1.0
6910	40	1	32387	0.00	150.0	0.35     0.68     1.0
6910	41	1	32387	0.00	150.0	0.35     0.68     1.0
6910	42	1	32387	0.00	150.0	0.35     0.68     1.0
6910	43	1	32387	0.00	150.0	0.35     0.68     1.0
6910	44	1	32387	0.00	150.0	0.35     0.68     1.0
6910	45	1	32387	0.00	150.0	0.35     0.68     1.0
6910	46	1	32387	0.00	150.0	0.35     0.68     1.0
6910	47	1	32387	0.00	150.0	0.35     0.68     1.0
6910	48	1	32387	0.00	150.0	0.35     0.68     1.0
6910	49	1	32387	0.00	150.0	0.35     0.68     1.0
6910	50	1	32387	0.00	150.0	0.35     0.68     1.0
6910	51	1	32387	0.00	150.0	0.35     0.68     1.0
6910	52	1	32387	0.00	150.0	0.35     0.68     1.0
6910	53	1	32387	0.00	150.0	0.35     0.68     1.0
6910	54	1	32387	0.00	150.0	0.35     0.68     1.0

//========================================================================
// Fenrir Ghost Blue
//========================================================================
6912            3       2       32002	2.0	100	0.00	0.15	1.00
6912            4       2       32002	2.0	100	0.00	0.15	1.00
6912            5       2       32002	2.0	100	0.00	0.15	1.00
6912            3       2       32002	2.0	100	0.00	0.15	1.00
6912            4       2       32002	2.0	100	0.00	0.15	1.00
6912            5       2       32002	2.0	100	0.00	0.15	1.00
6912            6       2       32002	2.0	100	0.00	0.15	1.00
6912            7       2       32002	2.0	100	0.00	0.15	1.00
6912            8       2       32002	2.0	100	0.00	0.15	1.00
6912            9       2       32002	2.0	100	0.00	0.15	1.00
6912            9       2       32002	2.0	100	0.00	0.15	1.00
6912            9       2       32002	2.0	100	0.00	0.15	1.00
6912            10      2       32002	2.0	100	0.00	0.15	1.00
6912            13      2       32002	2.0	100	0.00	0.15	1.00
6912            20      2       32002	2.0	100	0.00	0.15	1.00
6912            21      2       32002	2.0	100	0.00	0.15	1.00
6912            26      2       32002	2.0	100	0.00	0.15	1.00
6912            27      2       32002	2.0	100	0.00	0.15	1.00
6912            31      2       32002	2.0	100	0.00	0.15	1.00
6912            33      2       32002	2.0	100	0.00	0.15	1.00
6912            34      2       32002	2.0	100	0.00	0.15	1.00
6912            35      2       32002	2.0	100	0.00	0.15	1.00
6912            36      2       32002	2.0	100	0.00	0.15	1.00
6912            37      2       32002	2.0	100	0.00	0.15	1.00
6912            41      2       32002	2.0	100	0.00	0.15	1.00
6912            42      2       32002	2.0	100	0.00	0.15	1.00
6912            43      2       32002	2.0	100	0.00	0.15	1.00
6912            44      2       32002	2.0	100	0.00	0.15	1.00
6912            45      2       32002	2.0	100	0.00	0.15	1.00
6912            49      2       32002	2.0	100	0.00	0.15	1.00
6912            50      2       32002	2.0	100	0.00	0.15	1.00
6912            51      2       32002	2.0	100	0.00	0.15	1.00
6912            52      2       32002	2.0	100	0.00	0.15	1.00
6912            42      2       32002	2.0	100	0.00	0.15	1.00
6912            43      2       32002	2.0	100	0.00	0.15	1.00
6912            22      2       32002	2.0	100	0.00	0.15	1.00
6912            28      2       32002	2.0	100	0.00	0.15	1.00
6912            3       2       32002	2.0	100	0.00	0.15	1.00
6912            4       2       32002	2.0	100	0.00	0.15	1.00
6912            5       2       32002	2.0	100	0.00	0.15	1.00
6912            6       2       32002	2.0	100	0.00	0.15	1.00
6912            7       2       32002	2.0	100	0.00	0.15	1.00
6912            8       2       32002	2.0	100	0.00	0.15	1.00
6912            9       2       32002	2.0	100	0.00	0.15	1.00
6912            10      2       32002	2.0	100	0.00	0.15	1.00

//Green

6913            3       2       32002	2.5	100	0.2771	0.10	0.1425
6913            4       2       32002	2.5	100	0.2771	0.10	0.1425
6913            5       2       32002	2.5	100	0.2771	0.10	0.1425
6913            3       2       32002	2.5	100	0.2771	0.10	0.1425
6913            4       2       32002	2.5	100	0.2771	0.10	0.1425
6913            5       2       32002	2.5	100	0.2771	0.10	0.1425
6913            6       2       32002	2.5	100	0.2771	0.10	0.1425
6913            7       2       32002	2.5	100	0.2771	0.10	0.1425
6913            8       2       32002	2.5	100	0.2771	0.10	0.1425
6913            9       2       32002	2.5	100	0.2771	0.10	0.1425
6913            9       2       32002	2.5	100	0.2771	0.10	0.1425
6913            9       2       32002	2.5	100	0.2771	0.10	0.1425
6913            10      2       32002	2.5	100	0.2771	0.10	0.1425
6913            13      2       32002	2.5	100	0.2771	0.10	0.1425
6913            20      2       32002	2.5	100	0.2771	0.10	0.1425
6913            21      2       32002	2.5	100	0.2771	0.10	0.1425
6913            26      2       32002	2.5	100	0.2771	0.10	0.1425
6913            27      2       32002	2.5	100	0.2771	0.10	0.1425
6913            31      2       32002	2.5	100	0.2771	0.10	0.1425
6913            33      2       32002	2.5	100	0.2771	0.10	0.1425
6913            34      2       32002	2.5	100	0.2771	0.10	0.1425
6913            35      2       32002	2.5	100	0.2771	0.10	0.1425
6913            36      2       32002	2.5	100	0.2771	0.10	0.1425
6913            37      2       32002	2.5	100	0.2771	0.10	0.1425
6913            41      2       32002	2.5	100	0.2771	0.10	0.1425
6913            42      2       32002	2.5	100	0.2771	0.10	0.1425
6913            43      2       32002	2.5	100	0.2771	0.10	0.1425
6913            44      2       32002	2.5	100	0.2771	0.10	0.1425
6913            45      2       32002	2.5	100	0.2771	0.10	0.1425
6913            49      2       32002	2.5	100	0.2771	0.10	0.1425
6913            50      2       32002	2.5	100	0.2771	0.10	0.1425
6913            51      2       32002	2.5	100	0.2771	0.10	0.1425
6913            52      2       32002	2.5	100	0.2771	0.10	0.1425
6913            42      2       32002	2.5	100	0.2771	0.10	0.1425
6913            43      2       32002	2.5	100	0.2771	0.10	0.1425
6913            22      2       32002	2.5	100	0.2771	0.10	0.1425
6913            28      2       32002	2.5	100	0.2771	0.10	0.1425
6913            3       2       32002	2.5	100	0.2771	0.10	0.1425
6913            4       2       32002	2.5	100	0.2771	0.10	0.1425
6913            5       2       32002	2.5	100	0.2771	0.10	0.1425
6913            6       2       32002	2.5	100	0.2771	0.10	0.1425
6913            7       2       32002	2.5	100	0.2771	0.10	0.1425
6913            8       2       32002	2.5	100	0.2771	0.10	0.1425
6913            9       2       32002	2.5	100	0.2771	0.10	0.1425
6913            10      2       32002	2.5	100	0.2771	0.10	0.1425

// Red

6914            3       2       32002	2.5	100	1.0	0.10	0.28
6914            4       2       32002	2.5	100	1.0	0.10	0.28
6914            5       2       32002	2.5	100	1.0	0.10	0.28
6914            3       2       32002	2.5	100	1.0	0.10	0.28
6914            4       2       32002	2.5	100	1.0	0.10	0.28
6914            5       2       32002	2.5	100	1.0	0.10	0.28
6914            6       2       32002	2.5	100	1.0	0.10	0.28
6914            7       2       32002	2.5	100	1.0	0.10	0.28
6914            8       2       32002	2.5	100	1.0	0.10	0.28
6914            9       2       32002	2.5	100	1.0	0.10	0.28
6914            9       2       32002	2.5	100	1.0	0.10	0.28
6914            9       2       32002	2.5	100	1.0	0.10	0.28
6914            10      2       32002	2.5	100	1.0	0.10	0.28
6914            13      2       32002	2.5	100	1.0	0.10	0.28
6914            20      2       32002	2.5	100	1.0	0.10	0.28
6914            21      2       32002	2.5	100	1.0	0.10	0.28
6914            26      2       32002	2.5	100	1.0	0.10	0.28
6914            27      2       32002	2.5	100	1.0	0.10	0.28
6914            31      2       32002	2.5	100	1.0	0.10	0.28
6914            33      2       32002	2.5	100	1.0	0.10	0.28
6914            34      2       32002	2.5	100	1.0	0.10	0.28
6914            35      2       32002	2.5	100	1.0	0.10	0.28
6914            36      2       32002	2.5	100	1.0	0.10	0.28
6914            37      2       32002	2.5	100	1.0	0.10	0.28
6914            41      2       32002	2.5	100	1.0	0.10	0.28
6914            42      2       32002	2.5	100	1.0	0.10	0.28
6914            43      2       32002	2.5	100	1.0	0.10	0.28
6914            44      2       32002	2.5	100	1.0	0.10	0.28
6914            45      2       32002	2.5	100	1.0	0.10	0.28
6914            49      2       32002	2.5	100	1.0	0.10	0.28
6914            50      2       32002	2.5	100	1.0	0.10	0.28
6914            51      2       32002	2.5	100	1.0	0.10	0.28
6914            52      2       32002	2.5	100	1.0	0.10	0.28
6914            42      2       32002	2.5	100	1.0	0.10	0.28
6914            43      2       32002	2.5	100	1.0	0.10	0.28
6914            22      2       32002	2.5	100	1.0	0.10	0.28
6914            28      2       32002	2.5	100	1.0	0.10	0.28
6914           3       2       32002	2.5	100	1.0	0.10	0.28
6914           4       2       32002	2.5	100	1.0	0.10	0.28
6914           5       2       32002	2.5	100	1.0	0.10	0.28
6914           6       2       32002	2.5	100	1.0	0.10	0.28
6914           7       2       32002	2.5	100	1.0	0.10	0.28
6914           8       2       32002	2.5	100	1.0	0.10	0.28
6914           9       2       32002	2.5	100	1.0	0.10	0.28
6914           10      2       32002	2.5	100	1.0	0.10	0.28

// Gold
6915            3       2       32002	2.5	100	0.97	0.10	0.28
6915            4       2       32002	2.5	100	0.97	0.10	0.28
6915            5       2       32002	2.5	100	0.97	0.10	0.28
6915            3       2       32002	2.5	100	0.97	0.10	0.28
6915            4       2       32002	2.5	100	0.97	0.10	0.28
6915            5       2       32002	2.5	100	0.97	0.10	0.28
6915            6       2       32002	2.5	100	0.97	0.10	0.28
6915            7       2       32002	2.5	100	0.97	0.10	0.28
6915            8       2       32002	2.5	100	0.97	0.10	0.28
6915            9       2       32002	2.5	100	0.97	0.10	0.28
6915            9       2       32002	2.5	100	0.97	0.10	0.28
6915            9       2       32002	2.5	100	0.97	0.10	0.28
6915            10      2       32002	2.5	100	0.97	0.10	0.28
6915            13      2       32002	2.5	100	0.97	0.10	0.28
6915            20      2       32002	2.5	100	0.97	0.10	0.28
6915            21      2       32002	2.5	100	0.97	0.10	0.28
6915            26      2       32002	2.5	100	0.97	0.10	0.28
6915            27      2       32002	2.5	100	0.97	0.10	0.28
6915            31      2       32002	2.5	100	0.97	0.10	0.28
6915            33      2       32002	2.5	100	0.97	0.10	0.28
6915            34      2       32002	2.5	100	0.97	0.10	0.28
6915            35      2       32002	2.5	100	0.97	0.10	0.28
6915            36      2       32002	2.5	100	0.97	0.10	0.28
6915            37      2       32002	2.5	100	0.97	0.10	0.28
6915            41      2       32002	2.5	100	0.97	0.10	0.28
6915            42      2       32002	2.5	100	0.97	0.10	0.28
6915            43      2       32002	2.5	100	0.97	0.10	0.28
6915            44      2       32002	2.5	100	0.97	0.10	0.28
6915            45      2       32002	2.5	100	0.97	0.10	0.28
6915            49      2       32002	2.5	100	0.97	0.10	0.28
6915            50      2       32002	2.5	100	0.97	0.10	0.28
6915            51      2       32002	2.5	100	0.97	0.10	0.28
6915            52      2       32002	2.5	100	0.97	0.10	0.28
6915            42      2       32002	2.5	100	0.97	0.10	0.28
6915            43      2       32002	2.5	100	0.97	0.10	0.28
6915            22      2       32002	2.5	100	0.97	0.10	0.28
6915            28      2       32002	2.5	100	0.97	0.10	0.28
6915            3       2       32002	2.5	100	0.97	0.10	0.28
6915            4       2       32002	2.5	100	0.97	0.10	0.28
6915            5       2       32002	2.5	100	0.97	0.10	0.28
6915            6       2       32002	2.5	100	0.97	0.10	0.28
6915            7       2       32002	2.5	100	0.97	0.10	0.28
6915            8       2       32002	2.5	100	0.97	0.10	0.28
6915            9       2       32002	2.5	100	0.97	0.10	0.28
6915            10      2       32002	2.5	100	0.97	0.10	0.28


end
